appid,name,type,is_free,short_description,detailed_description,developers,publishers,price,genres,categories,release_date,platforms,metacritic_score,recommendations
12220,Grand Theft Auto: Episodes from Liberty City,game,False,Grand Theft Auto: Episodes from Liberty City includes both The Lost and Damned and The Ballad of Gay Tony together and does not require a copy of the original Grand Theft Auto IV to play.,"<h1>Important Updates To Grand Theft Auto IV and Episodes from Liberty City</h1><p>We are making a number of changes to make sure players who own Grand Theft Auto IV and GTA: Episodes from Liberty City can continue to enjoy these games.<h2 class=""bb_tag""><strong>New Players</strong></h2>Starting 03/19/2020, Grand Theft Auto IV: Complete Edition will replace both Grand Theft Auto IV and Grand Theft Auto: Episodes from Liberty City wherever it is currently digitally available. Grand Theft Auto IV: Complete Edition will as also be available via the Rockstar Games Launcher. <br><br>Current game save files will be compatible with Grand Theft Auto IV: Complete Edition.<br><br>As a result of this update <u>the following services will no longer be available in Grand Theft Auto IV: Complete Edition</u>:<br><ul class=""bb_ul""><li>Games for Windows Live<br></li><li>Multiplayer mode<br></li><li>Leaderboards</li></ul><br>The following Radio Stations will be temporarily unavailable in Grand Theft Auto IV: Complete Edition<br><ul class=""bb_ul""><li>RamJam FM, Self-Actualization FM, and Vice City FM (previously available in Grand Theft Auto: Episodes from Liberty City)</li></ul><br><strong>Note: </strong>Because Japanese is a supported language for Grand Theft Auto IV, but is not supported for Grand Theft Auto: Episodes from Liberty City, players will continue to be able to play Grand Theft Auto IV with Japanese sub-titles but will need to select another language in order to play Grand Theft Auto: Episodes from Liberty City.<h2 class=""bb_tag""><strong>Current Players</strong></h2>Players who have previously installed and played Grand Theft Auto IV or Grand Theft Auto: Episodes from Liberty City will be able to update their copy to Grand Theft Auto IV: Complete Edition through the following means:<h2 class=""bb_tag""><strong>Steam Users </strong></h2>Depending on the game, players on Steam will need to install or update their current game:<br><ul class=""bb_ul""><li> Grand Theft Auto: Episodes from Liberty City will be removed and replaced with GTAIV: Complete Edition in the launcher library. Update file size is expected to be approximately 22GB<br></li><li> Grand Theft Auto IV owners will download content from Grand Theft Auto: Episodes from Liberty City and their game will update to GTAIV: Complete Edition. Update file size is expected to be approximately 6GB </li></ul><h2 class=""bb_tag""><strong>Physical Media</strong></h2><ul class=""bb_ul""><li> Games not previously activated using Games for Windows Live will be able to use the Key on the back of the game manual to activate and update to Grand Theft Auto IV: Complete Edition</li></ul><h2 class=""bb_tag""><strong>Games for Windows Live Digital Store Purchases</strong></h2><ul class=""bb_ul""><li> Games previously activated using Games for Windows Live will require players to create and/or link their Social Club accounts in replacement of Games for Windows Live to update to Grand Theft Auto IV: Complete Edition</li></ul><br><strong>Note:</strong> New activations from players trying to install current copies of Grand Theft Auto IV may be disrupted until Grand Theft Auto IV: Complete Edition is available. All users will need to be connected to the internet and authenticate their copy of the game.</p><br><h1>About the Game</h1><strong>PLEASE NOTE:  Microsoft no longer supports creating Games for Windows-LIVE accounts within Episodes From Liberty City. You can create an account through  and then log into your account in game.</strong><br><br><br>Grand Theft Auto: Episodes from Liberty City includes both The Lost and Damned, and The Ballad of Gay Tony together and does not require a copy of the original Grand Theft Auto IV to play.<br><br>In The Lost and Damned, experience Liberty City as Johnny, a veteran member of The Lost, a notorious biker gang. Johnny has been creating business opportunities for The Lost in Liberty City but his first loyalty must be to the patch he wears on his back and to Billy Grey, the club's President. However, when Billy returns from rehab hell-bent on bloodshed and debauchery, Johnny finds himself in the middle of a vicious turf war with rival gangs for control of a city torn apart by violence and corruption. Can the brotherhood survive?<br>					<br>The Ballad of Gay Tony injects Liberty City with an overdose of guns, glitz, and grime. As Luis Lopez, part-time hoodlum and full-time assistant to legendary nightclub impresario Tony Prince (aka &quot;Gay Tony&quot;), players will struggle with the competing loyalties of family and friends, and with the uncertainty about who is real and who is fake in a world in which everyone has a price.",Rockstar North / Toronto,Rockstar Games,Free,Action,"Single-player, Multi-player","Apr 12, 2010","{'windows': True, 'mac': False, 'linux': False}",,7293.0
12300,Baseball Mogul 2008,advertising,False,"Baseball Mogul 2008 is the 10th edition of the award-winning game that puts you in complete control of any professional baseball team -- the baseball game for fans who want their success on the field determined by their strategy, not their reflexes. Baseball Mogul begins on Opening Day of any year you choose, from 1901 to 2007.","<p>Baseball Mogul 2008 is the 10th edition of the award-winning game that puts you in complete control of any professional baseball team -- the baseball game for fans who want their success on the field determined by their strategy, not their reflexes.</p>
					<p>Baseball Mogul begins on Opening Day of any year you choose, from 1901 to 2007. As General Manager (GM), you control a 25-man major league roster plus up to 100 additional minor league players.</p>
					<p>You can make complex player trades and negotiate multi-year contracts as you build your team, but you'll have to compete with the other GMs and manage the bottom line.</p>
					<p>Your involvement as GM does not stop in the team's front office - you also help to manage your team on the field. You set the starting defense, batting order and pitching rotation for your team. Of course, once a ballgame starts, you retire to the luxury box and its up to your team's coaches and players to get the win! A powerful game engine simulates every pitch of the game based on thousands of customized ratings and projections, assuring you the maximum realism possible!</p>
					<p>Baseball Mogul 2008 includes a never-before-seen interview with one of baseball's ""most outspoken, eccentric, talented, and controversial players of all time"" - Bill 'Spaceman' Lee. The former Red Sox and Expos pitcher talks about his past experiences on and off the diamond, provides insight into the game, discusses his books 'The Wrong Stuff' and 'Baseball Eccentrics', and more!</p>
					<ul>
					<li>Baseball Mogul Encyclopedia</li>
					<li>Database Engine</li>
					<li>Financial Model</li>
					<li>Player Development Engine</li>
					<li>Physics-based Simulation</li>
					<li>""Save Anytime"" feature</li>
					<li>Ticker Tape</li>
					<li>Expanded Scouting Reports</li>
					<li>2007 Roster</li>
					<li>Roster Tools</li>
					<li>Player and Pitcher Database</li>
					<li>Animated Play-by-Play</li>
					<li>Pitch-by-Pitch Mode</li>
					<li>Lefty-Righty Stats</li>
					<li>Fast Simulation Speed</li></ul>
<br><br>
<p>Note:<br>
For users that have purchased the game, you can install the Bill Lee interview movie from <a href=""steam://run/5018"">here</a>.</p>",Sports Mogul Inc.,,Free,Sports,"Single-player, Family Sharing","Feb 13, 2008","{'windows': True, 'mac': False, 'linux': False}",,
12310,Culpa Innata,game,False,"The World Union is labeled the 'perfect society'. Prosperity is a science, disease and wars have vanished, sex is entertainment, and the future has never looked brighter. Suddenly this perfect society is rocked by the murder of a World Union citizen in the 'Rogue State' of Russia.","The World Union is labeled the 'perfect society'. Prosperity is a science, disease and wars have vanished, sex is entertainment, and the future has never looked brighter. Suddenly this perfect society is rocked by the murder of a World Union citizen in the 'Rogue State' of Russia. His murder oddly coincides with the accidental death of a prominent professor in Adrianopolis, an important border town between the World Union and Russia. This career making case is assigned to a young woman, Phoenix Wallis who as the Senior Peace and Security staff officer has been assigned to lead the murder investigation. Her search for the truth leads to enigmatic clues, and deepening mysteries that challenge not only her case, but her very belief in the world she has sworn to protect.<br>					This story-driven, third-person game uses a 3D engine with dynamic cameras and other technologies developed by Momentum AS. Their remarkable patented facial animation technology is put to excellent use, as the game features over fifty personable characters that you'll frequently engage in dialogue throughout your investigation. Using the classic mouse in a point and click interface, players have responded enthusiastically to the intuitive and responsive control. The game features a wide variety of organic obstacles ranging from logic puzzles to hi-tech gadget manipulation to dialogue and inventory challenges.<br>					<ul class=""bb_ul"">					<li>Original, complex story with a detailed history in a fully realized game world <br>					</li><li>Environments and characters rendered in 3D with dynamic camera implementation <br>					</li><li>Cinematics rendered with in-game engine for seamless graphics integration <br>					</li><li>Click and go character control; user friendly mouse-driven interface <br>					</li><li>Over 50 interactive characters, each created with Momentum-patented 3D facial animation technology <br>					</li><li>Intuitive dialogue system with player choice and branching conversation paths <br>					</li><li>Non-linearity and optional player activities offer rewarding replay ability <br>					</li><li>Character journal captures all key game moments <br>					</li><li>More than 40 unique locations <br>					</li><li>Diverse range of integrated challenges, from standalone logic puzzles to hi-tech gadgetry to inventory and dialogue obstacles <br>					</li><li>Original soundtrack </li></ul>",Momentum Digital Media Technologies,Strategy First,$9.99,"Adventure, Casual, RPG","Single-player, Family Sharing","Jan 18, 2008","{'windows': True, 'mac': False, 'linux': False}",66.0,
12320,Sacred Gold,game,False,A shadow of evil has fallen on the kingdom of Ancaria. It is a time for champions - a time to journey into the perilous world of SACRED. Battle blood-thirsty orcs &amp; lumbering ogres... Destroy undead wizards &amp; rotting mummies... Slay hellish demons &amp; legendary dragons.,"A shadow of evil has fallen on the kingdom of Ancaria. It is a time for champions - a time to journey into the perilous world of SACRED. Battle blood-thirsty orcs &amp; lumbering ogres... Destroy undead wizards &amp; rotting mummies... Slay hellish demons &amp; legendary dragons. With blazing magic &amp; sharpened steel, prepare to embark on an epic quest of fantasy adventure &amp; heroism. <br>					SACRED GOLD is the complete SACRED collection in one box, containing the full version of SACRED, winner of the 'Best Roleplaying Game 2004' award from PC GAMER, Sacred Plus and Sacred Underworld.<br>					<strong>SACRED</strong> - The new name in Action-RPGs. SACRED delivers a huge, elaborate world comprising 16 regions beset with heroic quests, battle-hardened warriors and horrific enemies. Ancaria consists of highly detailed landscapes, complete with villages and towns, and also features a day/night cycle with varying weather systems. Regions vary from forests and mountains to deserts, catacombs and ice-covered landmasses. More than three quarters of the world is open to the players from the very start - no unlocks needed.<br>					<strong>SACRED Plus</strong> - Incorporates all of the feedback from the player community since the first release of SACRED. This includes  an optimized interface, and many completely new features: two new regions, two additional main quests, new item sets and weapons, and many new creature types which make adventuring in Ancaria even more dangerous.<br>					<strong>SACRED  Underworld</strong> - Ancaria is facing a threat far greater than ever before. The now familiar world continues to evolve, with existing SACRED players able to import their old characters into the Underworld.<br>					<ul class=""bb_ul""><li>Choose from eight heroic characters: Gladiator, Seraphim, Battlemage, Wood Elf, Vampiress, Daemon, and Dwarf.<br>					</li><li>Hundreds of unique weapons, armors and set items - collect artifacts and forge all-powerful weapons!<br>					</li><li>Learn Combat Arts, develop new skills, and customize devastating combo-attacks.<br>					</li><li>A huge world open to explore from the outset.<br>					</li><li>An epic RPG and enthralling storyline with over 30 main quests &amp; 200 sub-quests and dynamic quests.</li></ul>",Studio II,THQ Nordic,$9.99,"Action, RPG","Single-player, Family Sharing","Jul 9, 2008","{'windows': True, 'mac': False, 'linux': False}",74.0,3701.0
12330,Darkstar One,game,False,"Darkstar One offers a fantastic amount of freedom of choice. The story-based missions gradually lead you deeper into the galaxy to new races, new technologies and ever stronger opponents. Explore a vast array of solar systems in search of hidden artifacts of ancient races, essential objects for upgrading your ship--the Darkstar One.","Darkstar One offers a fantastic amount of freedom of choice. The story-based missions gradually lead you deeper into the galaxy to new races, new technologies and ever stronger opponents. Explore a vast array of solar systems in search of hidden artifacts of ancient races, essential objects for upgrading your ship--the Darkstar One. <br>					In addition to artifacts, acquire credits to purchase better equipment, such as weapons and shields. Earn credits in a myriad of ways: by taking on assignments, bounty hunting, piracy, smuggling, trading, escorting, transporting, rewards and more. <br>					<ul class=""bb_ul""><li>A vast, simulated universe with many unique races, space ships and battle tactics.<br>					</li><li>Elaborate story, related by more than fifty minutes of video sequences.<br>					</li><li>Configure and upgrade your ship, Darkstar One, any way you choose--build a fast attack ship with many light weapons or a near-invincible cruiser with heavy weaponry.<br>					</li><li>Over two hundred different weapons, shields and equipment items.<br>					</li><li>Rockets, torpedoes and mines feature special tactical uses: mines can fire at opponents or distract approaching missiles.<br>					</li><li>The &quot;Spell Weapon&quot;: a special weapon with a powerful effect similar to certain spells in role-playing games. This weapon becomes increasingly versatile throughout the game and greatly increases tactical options.<br>					</li><li>Acquire weapons from other races - Mount distinctive weapons from other races on &quot;Darkstar One,&quot; each featuring unique functions that require different battle tactics.<br>					</li><li>Embark on special missions - explore canyons or even underground on unknown worlds.<br>					</li><li>Freedom of choice - earn credits in many ways: fighting, piracy, assignments, smuggling, trading, escorting, transporting, rewards, and more.<br>					</li><li>Play as the &quot;good&quot; or the &quot;bad&quot; guy and take advantage of political disputes.</li></ul>",Ascaron Entertainment ltd.,Strategy First,$8.99,Action,"Single-player, Family Sharing","Feb 13, 2008","{'windows': True, 'mac': False, 'linux': False}",71.0,547.0
12360,FlatOut: Ultimate Carnage Collector's Edition,game,False,"Ready for the aggressive, adrenaline-filled ride that leaves you breathless? FlatOut: Ultimate Carnage Collector's Edition is all about destructive action. With carnage modes like the Deathmatch derby, Carnage Race and Head-on races are pure wreck-filled, adrenaline-pumping rides of maximum mayhem.","<h1>Collector's Edition</h1><p>This new Collector's Edition of FlatOut Ultimate Carnage contains bug fixes, achievements, improved loading times, cloud saves, more languages, and digital goodies; all free for the original owners of FlatOut: Ultimate Carnage!</p><br><h1>About the Game</h1>Ready for the aggressive, adrenaline-filled ride that leaves you breathless? FlatOut: Ultimate Carnage Collector's Edition is all about destructive action. With carnage modes like the Deathmatch derby, Carnage Race and Head-on races are pure wreck-filled, adrenaline-pumping rides of maximum mayhem. Catapult your ragdoll character right through the windshield, into rings of fire, bowling pins, basketball nets and more hilarious and crazy mini-games!<br><br><ul class=""bb_ul""><li>Peerless real-world physics engine combines vehicles built from 40 plus deformable parts with over 8,000 destructible objects per track.<br></li><li>Wreck your way through 3 classes to become the ultimate FlatOut champion.<br></li><li>Smash your way across parched deserts, massive storm drains and narrow city streets.<br></li><li>Fly through your windshield, or even better, the other driver's!<br></li><li>See every scratch and dent all with real-time environment mapping to create a grittier realistic appearance.<br></li><li>FlatOut: Ultimate Carnage features dynamic shadow maps for every 3D object on the track including buildings, scenery and cars making all movement exceptionally smooth.</li></ul>","Bugbear Entertainment, ZOOM Platform Media, Jordan Freeman Group",Strategy First,$3.99,Racing,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Workshop, Steam Cloud, Family Sharing","Aug 26, 2008","{'windows': True, 'mac': False, 'linux': False}",79.0,5890.0
12364,Big Mutha Truckers,game,False,"Ma Jackson, owner of Big Mutha Truckers Inc., has announced to her four kids that she's planning on retiring. Choosing the new owner of the company will not be easy, as Ma's kids are a difficult bunch.","<h2 class=""bb_tag""><strong>Screw your family, truck other road users, and swindle your way to a fortune!</strong></h2><p class=""bb_paragraph""><strong>Ma Jackson</strong>, owner of Big Mutha Truckers Inc., has announced to her four kids that she's planning on retiring. Choosing the new owner of the company will not be easy, as Ma's kids are a difficult bunch.</p><p class=""bb_paragraph""><strong>The solution?</strong> A Trial by Truckin' whoever makes the most money trucking through Hick State County in 60 days takes control of the company.</p><ul class=""bb_ul""><li><p class=""bb_paragraph"">Five distinct cities with their own levels of supply and demand, waiting for you to make ur lose your millions!</p></li><li><p class=""bb_paragraph"">Drive or race to any town on any day, in totally open environments</p></li></ul><ul class=""bb_ul""><li><p class=""bb_paragraph"">BONUS Additional gameplay-24 Arcade Levels to truck your mind!</p></li><li><p class=""bb_paragraph"">Bikers. Truck Jackers and a corrupt Police force are out to get you!</p></li><li><p class=""bb_paragraph"">Three Redneck brothers and a Trailer Trash sister, each with their own customised rig and driving style</p></li><li><p class=""bb_paragraph"">Wrack your truck, have your load hi-jacked, and up in jail and still end up owing money to the wrong people!</p></li><li><p class=""bb_paragraph"">$$$$ bonuses Crash Combos, the more cars you lut in a row, the more money you cari!!!</p></li></ul>",Eutechnyx,Strategy First,$8.99,"Racing, Simulation","Single-player, Family Sharing","Jun 8, 2025","{'windows': True, 'mac': False, 'linux': False}",,
12370,Jagged Alliance 2 Gold,game,False,"The small country of Arulco has been taken over by a merciless dictator - and only you can loosen the iron grip! Jagged Alliance 2 Gold Pack immerses you into an elaborate role-playing universe where you will interact with more than 150 characters, recruit your own band of soldiers and create your own custom mercenary to win back Arulco...","<p>The small country of Arulco has been taken over by a merciless dictator - and only you can loosen the iron grip! Jagged Alliance 2 Gold Pack immerses you into an elaborate role-playing universe where you will interact with more than 150 characters, recruit your own band of soldiers and create your own custom mercenary to win back Arulco - not once, but twice! The perfect blend of strategy, role playing and tactical combat!</p>",Strategy First,Strategy First,$5.99,Strategy,"Single-player, Family Sharing","Jul 6, 2006","{'windows': True, 'mac': False, 'linux': False}",,
12380,Jagged Alliance 2 Gold,game,False,"The small country of Arulco has been taken over by a merciless dictator - and only you can loosen the iron grip! Jagged Alliance 2 Gold Pack immerses you into an elaborate role-playing universe where you will interact with more than 150 characters, recruit your own band of soldiers and create your own custom mercenary to win back Arulco...","<p>The small country of Arulco has been taken over by a merciless dictator - and only you can loosen the iron grip! Jagged Alliance 2 Gold Pack immerses you into an elaborate role-playing universe where you will interact with more than 150 characters, recruit your own band of soldiers and create your own custom mercenary to win back Arulco - not once, but twice! The perfect blend of strategy, role playing and tactical combat!</p>",Strategy First,Strategy First,$5.99,Strategy,"Single-player, Family Sharing","Jul 6, 2006","{'windows': True, 'mac': False, 'linux': False}",,
12390,Exodus from the Earth,game,False,"The Intelligence Agency has commissioned you, Francis Rixon, to find out what is happening inside the Corporation's confines and to retrieve information about a secret mineral upon which the very existence of the human race may depend.","The Intelligence Agency has commissioned you, Francis Rixon, to find out what is happening inside the Corporation's confines and to retrieve information about a secret mineral upon which the very existence of the human race may depend.                    <br>					<ul class=""bb_ul"">                    					<li>Explore and battle through various locations on two planets, each with multiple objectives                    <br>					</li><li>Epic environments with cinematic special effects                     <br>					</li><li>Innovative physics engine that reflects the real world                    <br>					</li><li>Variety of interactive and destructible objects                    <br>					</li><li>Supernatural storyline and unpredictable gun-toting gameplay                     <br>					</li><li>Diverse selection of weaponry, each with its own unique features and melee attack options                    <br>					</li><li>Smart and challenging AI which reflect real life behaviors                     <br>					</li><li>Multiple modes of transportation at the player's and enemy's disposal                     <br>					</li><li>Internet and LAN multiplayer with up to 10 players                     </li></ul>",Parallax Arts Studio,Strategy First,$14.99,Action,"Single-player, Multi-player, Partial Controller Support, Family Sharing","Oct 24, 2008","{'windows': True, 'mac': False, 'linux': False}",,186.0
12400,"Bill ""Spaceman"" Lee Baseball Mogul 2009",advertising,False,"Baseball Mogul 2009&reg; is the 11th edition of the award-winning game that puts you in complete control of any professional baseball team &mdash; the baseball game for fans who want their success on the field determined by their strategy, not their reflexes.","<p>
					<p>Baseball Mogul 2009&reg; is the 11th edition of the award-winning game that puts you in complete control of any professional baseball team &mdash; the baseball game for fans who want their success on the field determined by their strategy, not their reflexes. Begin in any year you choose, from 1901 to 2008, with the full roster of your favorite team &mdash; or an entirely fictional team of your own creation. Negotiate trades and sign free agents to build a dynasty.</p>
					<p>Includes DVD interview with Bill Lee that contains a never before seen interview featuring Iconic Red Sox and Expos Bill ""Spaceman"" Lee. The outspoken pitcher provides details on his career, the key to being a successful General Manager, and offers insight on some of Baseball's greatest players. Over 3 hours of some of the best stories baseball has to tell comes to life with Bill ""Spaceman"" Lee.</p>
					<ul>
					<li><strong>NEW Baseball Mogul Encyclopedia! </strong>Share your entire league history as thousands of interlinked HTML files. </li>
					<li><strong>NEW Play-By-Play Screen! </strong>New physics engine shows the ball on the field, affected by wind, altitude, spin and friction. We've also added more data like the distance of each hit and head-to-head stats between each batter and each pitcher. </li>
					<li><strong>NEW Amateur Draft! </strong>To match real life, the Amateur Draft has been moved to the first Tuesday in June. In addition, you can now choose to create a draft of 100% fictional rookies, 100% historical rookies, or a mix of both.</li>
					<li><strong>NEW User Interface - </strong>Improves the visual appeal of each screen while also putting more stats at your fingertips. The new ""Status Bar"" lets you know about top stories without interrupting your game, and keeps key info at your fingertips. Plus improved support for customized logos and skins.</li>
					<li><strong>NEW Financial Model - </strong>Automatically adjusts revenue levels and salaries to the correct level for each era, from 1901 to 2008. Or use the League Editor to adjust the inflation settings manually.</li> 
					<li><strong>NEW Player Development Engine - </strong>We examined the career paths of thousands of real players to create more realistic aging and scouting algorithms. Draft day is now more unpredictable &dashm; but we've also added the ability to adjust these settings in the ""Talent and Development"" section of the League Editor. </li>
					<li><strong>NEW ""Save Anytime"" Feature - </strong>Now you can save and resume your game right in the middle of Play-By-Play Mode. </li>
					<li><strong>NEW Ticker Tape - </strong>Shows updated scores, stats, leaders and headlines, even in the middle of each at-bat. </li>
					<li><strong>NEW Expanded Scouting Report - </strong>More room for more stats like OPS, GDP, Intentional Walks, Ground Ball Percent, and DICE.</li> 
					<li><strong>NEW 2008 Rosters - </strong>Off-season moves, free agent signings, and trades. Detailed career stats, ratings, contracts and projections as of Opening Day. Plus new hand-edited data for over 2,500 minor leaguers. </li>
					<li><strong>NEW Roster Tools - </strong>Baseball Mogul 2009 includes an updated player editor for creating and tweaking your own custom rosters. Mogul makes it easy to customize your baseball universe to run a league or just to share with friends. Exclusive Licensee of the Sean Lahman Baseball Database! Includes more than 10,000 players from 1901 to 2008. You can play as any team in any year, with a revamped pitch-by-pitch simulation engine accurately modeling each historical era.</li></ul>",Sports Mogul,,Free,Sports,"Single-player, Family Sharing","Oct 23, 2008","{'windows': True, 'mac': False, 'linux': False}",65.0,
12420,Perimeter 2: New Earth,game,False,"Perimeter 2: New Earth is the long-awaited sequel of the critically acclaimed RTS Perimeter. Ideas of territorial gameplay and landscape modification, introduced in the original game, are now realized on a new concept & technology level.","<p><i>Perimeter 2: New Earth</i> is the long-awaited sequel of the critically acclaimed RTS <i>Perimeter</i>. Ideas of territorial gameplay and landscape modification, introduced in the original game, are now realized on a new concept & technology level. The Vista Game Engine enhances the dynamics and depth of gameplay, turning the battlefield into an arena for the confrontation of two elements - ground and water.</p>                    
					<p>Story of <i>Perimeter 2</i> continues the events from the original game. The Exodus, lead by the wise Spirits has been searching for the New Earth. The Harkback have lost faith in Spirits, overthrew their rule and decided to head back for the Old Earth, not believing its death. They refused to believe in the death of their planet. Both sides took the final step on their way, and mortal enemies entered the same planet face to face.</p>                    
					<p><i>Perimeter 2</i> is a project for fans of the RTS genre. The revolutionary concept of terraforming along with new elements and fresh ideas is sure to provide a unique gaming experience.</p>                    
					<ul>                    
					<li>The concept of territorial warfare, based on the conflict of water and ground and bringing gameplay to a new dimension.</li>                    
					<li>Transforming units, assuring quick and effective reaction to the events on the battlefield and tactical diversity.</li>                    
					<li>Newly introduced Action-elements: players can enter the battle using the Providence - a Tactical Manipulator of Direct Action - and its super attacks, such as huge explosions, meteor showers, and more.</li>                    
					<li>Newly introduced RPG-elements: players can dig the gaming maps in search of psy-crystals that are used to unlock and upgrade Providence's super attacks. Apart from that psy-crystals hide important secrets about the past of New Earth.</li>                    </ul>",KDV Games,,$5.99,Strategy,"Single-player, Multi-player, Family Sharing","Feb 10, 2009","{'windows': True, 'mac': False, 'linux': False}",43.0,
12430,SlamIt Pinball Big Score,game,False,"Big Score is based around a classic story of police vs. criminals in a fight for a big score. The fantastic action will leave you breathless and will pump-up your adrenaline while you are rescuing your ball, trying to hit that last glowing target.","Big Score is based around a classic story of police vs. criminals in a fight for a big score. The fantastic action will leave you breathless and will pump-up your adrenaline while you are rescuing your ball, trying to hit that last glowing target.<br><br>Big Score can be played by four players, where you will be able to steal points and achievements from your playing partners.<br><br>You will have to: risk a lot, airball a lot, save balls from jail, rush them across the bridge, break the safe code, play video modes, be precise and be quick if you plan to reach the final score.<br><br>12 modes and 8 mini-modes will guide you through the intense story where you will prepare, practice, steal, fight, chase, break-in, arrest, run and finally try to make your one chance for a Big Score.<br><br><ul class=""bb_ul""><li>Big Score extra features - cover game elements not <br>present in regular modes and mini-modes.<br><br></li><li><strong>Multiball</strong> - a 3 ball play where your goal is to score Jackpot and Super Jackpot. These tasks are not easy as you need to hit the safe with an airball over the small ramp.<br><br></li><li><strong>Two Ball</strong> - a 2 ball play where your goal is to gather <br>jackpots and superjackpots.<br><br></li><li><strong>BigScore letters</strong> - you are collecting letters which lead to special Big Score bonus and special bonus play mode.<br><br></li><li><strong>Wheel</strong> - by rotating the wheel in the requested <br>direction you are progressing to special awards.<br><br></li><li><strong>Bank awards</strong> - when you insert the ball into the <br>bank you receive random bank awards.<br><br></li><li><strong>Skill shots</strong> -when launching the ball you can<br>make multiple skill shots.<br><br></li><li><strong>Combos</strong> - Hitting special targets a few times <br>in a row brings extra combo points.<br><br></li><li><strong>Secret features</strong> - Yes, there are many<br>secret features!</li></ul>",Technetium Games,Kalypso Media Digital,$4.99,Casual,"Single-player, Family Sharing","Feb 23, 2009","{'windows': True, 'mac': False, 'linux': False}",,107.0
12440,Ankh 2: Heart of Osiris ,game,False,This time he will not fail. This time Osiris will show the world of humans what he's made of. But the ankh alone is not enough - not as long as he hasn't found the most important part of his body: his heart. Life has not been kind to Assil. Only three weeks ago he managed to ward off his death curse.,"<p>This time he will not fail. This time Osiris will show the world of humans what he's made of. But the ankh alone is not enough - not as long as he hasn't found the most important part of his body: his heart.</p>
					<p>Life has not been kind to Assil. Only three weeks ago he managed to ward off his death curse. Since then a relationship (with Thara) has hit the rocks and the Ankh was stolen from him (by sinister assassins). Assil sets out to get it all back.</p>
					<p>He is not the only victim, however - there is another: the pharaoh! One moment he sits on his throne, lazy, sluggish and with a heck of a hangover, the next he is a slave in his own quarry - how could this have happened? And more importantly: how is he going to get out of this without getting killed?</p>
					<p>Ankh: Heart Of Osiris is even more intense and more bizarre as it takes the player even deeper into the lazy world of old Cairo. You'll meet a lot of familiar faces, but there are plenty of new surprises and the same black humor found in the first Ankh.</p>",Deck 13,,$4.99,Adventure,"Single-player, Family Sharing","Jun 16, 2009","{'windows': True, 'mac': False, 'linux': False}",,
12450,Ankh 3: Battle of the Gods,game,False,"The omens of the Battle of the Gods have been many, signaling the impending fight for supremacy over all other gods of Egypt. And of course, Assil will be caught in the middle of it all again. Together with his girlfriend Thara, he will have to prevent the sinister Seth from winning the battle and subjecting Egypt to his regime of terror.","<p>The omens of the Battle of the Gods have been many, signaling the impending fight for supremacy over all other gods of Egypt. And of course, Assil will be caught in the middle of it all again. Together with his girlfriend Thara, he will have to prevent the sinister Seth from winning the battle and subjecting Egypt to his regime of terror. With the typical Ankh humour, numerous bizarre characters and gags by the wagonload, Ankh - Battle Of The Gods is again a candidate for the adventure gaming throne.</p>
				<p>Battle Of The Gods feature several new locations, including Luxor, the gambling capital of ancient Egypt. And an unexpected trip takes Assil to a far-away, exotic location, where he will have to deal with the entirely unfamiliar conventions of its native people. The new Ankh features even more detailed character models and smoother animations.</p>",Deck 13,,$9.99,Adventure,"Single-player, Family Sharing","Jun 16, 2009","{'windows': True, 'mac': False, 'linux': False}",,
12460,BC Kings,game,False,"BC Kings features several new elements not commonly found in strategy games. In addition to gathering resources, training an army and defeating the enemy, you will have to solve adventure and role-playing elements as well. The campaign is built around the epic story of the brave hero Mradin, and his trusty old friend Giesnik.","<p>BC Kings features several new elements not commonly found in strategy games. In addition to gathering resources, training an army and defeating the enemy, you will have to solve adventure and role-playing elements as well.</p>
				<p>The campaign is built around the epic story of the brave hero Mradin, and his trusty old friend Giesnik. As you complete the main objectives, you'll run across several side-quests where you can earn Shell-coins that can be spent on upgrading your main characters. Along the way to victory you'll figure out the biggest mysteries of all time, like the purpose of Stonehenge and the mystery of the Yeti, and much more...</p>
				<ul>
				<li>Story driven campaign with side quests and adventure elements</li>
				<li>63 unique units</li> 
				<li>32 unique buildings</li> 
				<li>84 technologies to research</li> 
				<li>8 devastating magic spells</li> 
				</ul>",Mascot Entertainment,,$3.99,Strategy,"Single-player, Multi-player, Family Sharing","Jun 16, 2009","{'windows': True, 'mac': False, 'linux': False}",,180.0
